Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S002706,INSERT [15DA23],Inactive,0,,,,20,AAC Plant 2
S002707,INSERT ( R590-1105H-PS2-NL CD10 ) [ R5901105HPS2NLCD10 ]MA16 MML7052 MA23 MML7083 QC53 VENDING,Active,50,STOCK CAGE,EA,TCC-D10Q,74.57,AAC Plant 1
S002707,INSERT ( R590-1105H-PS2-NL CD10 ) [ R5901105HPS2NLCD10 ]MA16 MML7052 MA23 MML7083 QC53 VENDING,Active,70,STOCK CAGE,EA,TC2-D05M,74.57,AAC Plant 2
S002708,INSIDE SIDE BAR [ 660A05333] TITAN-1041 INCLINE CONVEYOR,Active,55,STOCK CAGE,EA,2V010F,5,AAC Plant 2
S002709,INSPECT BAR [ 964625516 ] CLAMP PAD FOR TURRET,OBSOLETE,0,,,,80,AAC Plant 1
S002710,INSPECT BAR [ 964625517 ] CLAMP PAD FOR TURRET,Active,2,STOCK CAGE,EA,TCE-D013ZD,105,AAC Plant 1
S002711,INSULATOR [ 10303M ],OBSOLETE,0,,,,12,AAC Plant 1
S002712,INSULATOR [2=1 SET] [ DM066 ]DC06 DCL9015 DC01 DCL9006 DCL9004,Active,8,STOCK CAGE,EA,1ZP003B,88.85,AAC Plant 1
S002712,INSULATOR [2=1 SET] [ DM066 ]DC06 DCL9015 DC01 DCL9006 DCL9004,Active,13,STOCK CAGE,EA,2H005E,88.85,AAC Plant 2
S002713,INSULATOR [ W20M ],OBSOLETE,0,,,,12,AAC Plant 1
S002714,INSULATOR [ W25M ],OBSOLETE,0,,,,12,AAC Plant 1
S002715,INSULATOR PLATE [ W15M ],OBSOLETE,0,,,,22,AAC Plant 1
S002716,INSULATOR ROD [ W10M ],NoPurchase,2,STOCK CAGE,EA,1ZP001D,18,AAC Plant 1
S002717,FANUC INTERFACE MODULE [ A03B-0801-C104 ] [ A03B0801C104 ],Active,1,STOCK CAGE,EA,1A011H,683,AAC Plant 1
S002718,FANUC INTERFACE MODULE [ A03B-0819-C011 ] [ A03B0819C011 ] REPLACES [ A03B-0807-C011 ] [ A03B0807C011 ],Active,2,STOCK CAGE,EA,1A016L,503.48,AAC Plant 1
S002719,MITSUBISHI INVERTER [FR-E720-2.2K] REPLACES [ FR352022KNA ] AND [ FRA02422KUL ] COMPACT SIZE,Active,2,STOCK CAGE,EA,1C111F,753.41,AAC Plant 1
S002720,MITSUBISHI INVERTER [FR-E720-3.7K] REPLACES [ FRA02437KUL ] COMPACT SIZE,Active,2,STOCK CAGE,EA,1C111D,659.08,AAC Plant 1
S002721,MITSUBISHI INVERTER (FR-A840-00083-1-N6) REPLACES (FR-A740-00060-NA) REPLACES OBSOLETE  [ FRA5402.2K ] DC,Active,2,STOCK CAGE,EA,2B061A,962.5,AAC Plant 2
S002722,MITSUBISHI INVERTER [ FRA-840-001701N6 ] REPLACES  FRA74000120NA  REPLACES  FRA5405.5KNA  DC,Active,2,STOCK CAGE,EA,1C117A,1903.58,AAC Plant 1
S002723,YASKAWA INVERTER [ FR-A740-00170-NA ] REPLACES [ CIMR-AU4A0018FAA ],Active,1,STOCK CAGE,EA,2B031B,1076.55,AAC Plant 2
S002724,YASKAWA INVERTER [ CIMR-VU4A0009FAA ] SCRAP CONVEYOR,Active,1,STOCK CAGE,EA,2B021D,475,AAC Plant 2
S002725,IONIZING WIRES [ 38004 ],OBSOLETE,0,,,,6.52,AAC Plant 1
S002726,IWASHITA SP02 SERVICE KIT [ SP02 ],OBSOLETE,0,,,,1,AAC Plant 1
S002727,JAW INSERT [ 34782 ],OBSOLETE,0,,,,34,AAC Plant 1
S002728,INACTIVE.....INDIANA TOOL JAWS  [ A99AM558J022 / 2 PER SET ] FOR STUD AS10 SPL7001,Inactive,0,,,,590,AAC Plant 1
S002729,JIG [ AB9812021],Active,4,STOCK CAGE,EA,1J018F-2,272,AAC Plant 1
S002731,JIG ASSEMBLY [ BOL4010 ] (PISTON LINE),OBSOLETE,0,,,,710.3,AAC Plant 1
S002732,( NE ) JIG LOCATOR [ CC LEAK TESTER ] FINISH LINE,Inactive,0,,,,88,AAC Plant 2
S002734,JIG TABLE [ DHL02A ] (PISTON LINE),OBSOLETE,0,,,,420,AAC Plant 1
S002735,JOINT [ Y40 ],Active,3,STOCK CAGE,EA,1P033D,4.83,AAC Plant 1
S002736,JOINT [ YPO10 ] VVT/351,OBSOLETE,0,,,,2.89,AAC Plant 1
S002737,JTC BOX [ A808CH ],Active,2,STOCK CAGE,EA,1C037A,88.43,AAC Plant 1
S002738,JUMPER [ CRM37BROT ],Active,7,STOCK CAGE,EA,TC7-D03V,3,AAC Plant 2
S002739,KAMIYA BEL BAKELITE HOLDER / PIST GRAVITY CAST [ AACZML126 ],OBSOLETE,0,,,,86,AAC Plant 1
S002740,KAMIYA BEL BAKELITE HOLDER / PIST GRAVITY CAST [ AACZML127 ],OBSOLETE,0,,,,86,AAC Plant 1
S002741,ATC CLAMP ARM KEEPER [ 4HL46049 [A] ],Active,8,STOCK CAGE,EA,TCE-D013M,23.5,AAC Plant 1
S002742,ATC CLAMP ARM KEEPER [ 4HL46049 [B] ],Active,8,STOCK CAGE,EA,TCE-D013J,23.5,AAC Plant 1
S002743,KETTLE REPAIR [ 85S SPECIAL ],Inactive,0,,,,25.81,AAC Plant 1
S002744,OBSOLETE.....KEY [SS3311035 ] REPLACES 1SS3310035,OBSOLETE,0,,,,41,AAC Plant 1
S002745,HA40 ATC KEY [ 4HL46053 ],Active,4,STOCK CAGE,EA,1P045H,17.5,AAC Plant 1
S002746,INDIANA TOOL OKK SPINDLE INDEX KEY[OKK SPINDLE INDEX KEY],OBSOLETE,0,,,,38,AAC Plant 1
S002747,KEY [ 4M0531010B ],Active,4,STOCK CAGE,EA,TCE-D014A,69.3,AAC Plant 1
S002748,KEY [ SRG8278B REPLACES S10 ],Active,4,STOCK CAGE,EA,TCE-D14R,30.53,AAC Plant 1
S002749,KEY [ SS3420890 ] OKK,OBSOLETE,0,,,,10,AAC Plant 1
S002750,OBSOLETE.....KEY [SS3331060 ],OBSOLETE,0,,,,3.8,AAC Plant 1
S002751,FANUC KEY BOARD [ A20B-1007-0230 ] 7 KEYS,Active,1,STOCK CAGE,EA,1A026A,98.78,AAC Plant 1
S002752,KEY BOARD [ A86L00010125 ] [ A86L-0001-0125 ],Active,3,STOCK CAGE,EA,1A006D,161,AAC Plant 1
S002753,KEY BOARD [ A86L00010126 ] OM/OP PANEL,Active,1,STOCK CAGE,EA,2X046A-1,464,AAC Plant 2
S002754,KEY BOARD [ A86L00010127 ],Active,1,STOCK CAGE,EA,2X046E-1,464,AAC Plant 2
S002755,KEY BOARD [ A86L00010171 #ST2R ],Active,1,STOCK CAGE,EA,2X046C-1,308,AAC Plant 2
S002756,KEY BOARD [ A86L00077172-#HT2R ],Active,1,STOCK CAGE,EA,2X046F-1,297,AAC Plant 2
S002757,KEYBOARD [ A86L00010251#MAR ],Inactive,0,,,,157.72,AAC Plant 1
S002758,FANUC KEY BOARD KEYS[ SOFT ] [ A20B-1001-0720 ],Active,3,STOCK CAGE,EA,2X046C-2,60,AAC Plant 2
S002759,FANUC KEY BOARD [ SOFT ] [ A20B-1004-0751 ],Active,1,STOCK CAGE,EA,2X046C-3,83,AAC Plant 2
S002760,FANUC KEY BOARD [ SOFT ] [ A20B-1005-0011 ],Active,1,STOCK CAGE,EA,2X046C-4,88,AAC Plant 2
S002761,FANUC KEY SHEET [ A98L-0001-0518-#M02 ],Active,2,STOCK CAGE,EA,2X046A-2,55,AAC Plant 2
S002762,FANUC KEY SHEET [ A98L-0001-0524-#C ],Active,3,STOCK CAGE,EA,2X046B-1,84,AAC Plant 2
S002763,FANUC KEY SHEET [ A98L-0001-0629 ],Active,1,STOCK CAGE,EA,2X046B-3,21,AAC Plant 2
S002764,FANUC KEY SHEET [ A98L-0001-0741-#R ] F/PWR MATE H,Active,1,STOCK CAGE,EA,2X046B-2,63,AAC Plant 2
S002765,KEY SWITCH [ A30SK222 ] REPLACES MSK22,Active,5,STOCK CAGE,EA,TCH-D07H,19.38,AAC Plant 1
S002766,KEY SWITCH [ A30SK311 ] REPLACES MSK31,Active,2,STOCK CAGE,EA,TCH-D07L,8.5,AAC Plant 1
S002767,KEY SWITCH [ A30SK322 ] REPLACES MSK32,Active,3,STOCK CAGE,EA,TCH-D07R,19.38,AAC Plant 1
S002768,FUJI ELECTRONICS KEY SWITCH [ AR22JR2A10A ] 500-800 TON / DC,Active,5,STOCK CAGE,EA,TC7-D07B,22.13,AAC Plant 2
S002769,FUJI ELECTRONICS KEY SWITCH [ AR22JR2A10B ] DC 500-800 TON,Active,4,STOCK CAGE,EA,TC7-D07C,16.25,AAC Plant 2
S002770,FUJI ELECTRONICS KEY SWITCH [ AR22JR2A10C ] DC 500-800 TON,Active,3,STOCK CAGE,EA,TC7-D07D,9.76,AAC Plant 2
S002771,KEY SWITCH [ AR22JR2A11A ]MA21 MML7028,Active,4,STOCK CAGE,EA,TCH-D03I,28.27,AAC Plant 1
S002772,FUJI ELECTRONICS KEY SWITCH [ AR22JR2A11B ] 2250 TON / DC,Active,4,STOCK CAGE,EA,TC7-D07E,20.22,AAC Plant 2
S002773,KEY SWITCH [ AR22JR2B11A ],Active,6,STOCK CAGE,EA,TCH-D03L,14.75,AAC Plant 1
S002774,FUJI ELECTRONICS KEY SWITCH [ AR22JR3A11B ] DC 500-800 TON,Active,2,STOCK CAGE,EA,TC7-D07F,14.63,AAC Plant 2
S002775,FANUC KEY TOP [ A250-0857-X005 ]7 KEYS,Active,1,STOCK CAGE,EA,1A022D,23.05,AAC Plant 1
S002776,FANUC KEYBOARD [ A86L00010171#SM2 ] OR[ AB6L-0001-0171 ] [ AB6L00010171 ],Active,1,STOCK CAGE,EA,1A011L,490.89,AAC Plant 1
S002777,INACTIVE...KEYBOARD [ N8601601T012 ] [ N860-1601-T012 ],Inactive,0,,,,1,AAC Plant 1
S002778,INACTIVE.....KEYBOARD [ N860-1603-T051 ],Inactive,0,,,,1,AAC Plant 1
S002779,KEYBOARD [ TMC-400-3100 ],Active,3,STOCK CAGE,EA,1A046G,440,AAC Plant 1
S002780,KEYS FOR ATC TOOL ALIGNMENT/ HKD3 MA21 MML7002,Active,15,STOCK CAGE,EA,1P008E,23.5,AAC Plant 1
S002781,INACTIVE.....KNOB [ 0251250155C ],Inactive,0,,,,15,AAC Plant 1
S002782,KNOCK PIN [ 974715132 ],OBSOLETE,0,,,,82,AAC Plant 1
S002783,KNUCKLE [ AC-B1-63 ],Active,3,STOCK CAGE,EA,1K031F,29.21,AAC Plant 1
S002784,CLEVIS KNUCKLE JOINT [ YG02 ] VVT/351,OBSOLETE,0,,,,3.78,AAC Plant 1
S002785,INACTIVE.....CLEVIS KNUCKLE JOINT [ YJ016B ],Inactive,0,,,,3.9,AAC Plant 1
S002786,PIN/WRIST [IYG04] CLEVIS DC01 DC06 DCL9014 DCL9016,Active,4,STOCK CAGE,EA,1F046D,1.44,AAC Plant 1
S002786,PIN/WRIST [IYG04] CLEVIS DC01 DC06 DCL9014 DCL9016,Active,3,STOCK CAGE,EA,2G025E-2,1.44,AAC Plant 2
S002787,LADLE SHAFT PIN [ AACZML110324 ] GRAVITY CAST,OBSOLETE,0,,,,145,AAC Plant 1
S002788,LADLE / POURING [ 37321/2 ] POURING LADLE,Inactive,0,,,,11.75,AAC Plant 2
S002790,LADLE COAT [ AL72 ]  OR  [ DELTACAST 696 ] DC DC05 DCL9009,Inactive,0,,,,21.25,AAC Plant 1
S002790,LADLE COAT [ AL72 ]  OR  [ DELTACAST 696 ] DC DC05 DCL9009,Inactive,0,,,,21.25,AAC Plant 2
S002791,LADLE COATING [ 037 ],Inactive,0,,,,196.09,AAC Plant 1
S002793,LADLE CUP [ DM365 ] 2.8K / DC,Inactive,0,,,,195,AAC Plant 1
S002795,LADLE CUP [ DM364 ] 4.0K 500 TON / DC,Active,4,STOCK CAGE,EA,P1 MELT OUTSIDE,354,AAC Plant 1
S002795,LADLE CUP [ DM364 ] 4.0K 500 TON / DC,NoPurchase,4,STOCK CAGE,EA,P2 SHOP,354,AAC Plant 2
S002796,LADLE CUP [ DM384 ] 5.6K 800 TON / DC06 DCL9020,Active,6,STOCK CAGE,EA,P1 MELT OUTSIDE,383,AAC Plant 1
S002796,LADLE CUP [ DM384 ] 5.6K 800 TON / DC06 DCL9020,Inactive,0,,,,383,AAC Plant 2
S002797,LADLE CUP [ N15L ] 2250 TON / DC,Active,14,STOCK CAGE,EA,P2 OUTSIDE,266.2,AAC Plant 2
S002798,LADLE CUP [ N15R ] 2250 TON / DC,Active,4,STOCK CAGE,EA,P1 MELT OUTSIDE,282.84,AAC Plant 1
S002798,LADLE CUP [ N15R ] 2250 TON / DC,Active,10,STOCK CAGE,EA,P2 OUTSIDE,282.84,AAC Plant 2
S002799,LADLE CUP [ N20AB ] 2250 TON / DC,Active,65,STOCK CAGE,EA,P2 OUTSIDE,505.35,AAC Plant 2
S002800,LADLE CUP [ N25AB ] 2250 TON / DC,Active,25,STOCK CAGE,EA,P2 OUTSIDE,430,AAC Plant 2
S002801,500T LADLE SHAFT W/GEAR [ DGM724 ]  500 TON / DC01 DCL9006 DC01 DCL9005,Active,2,STOCK CAGE,EA,1ZP004B,504.4,AAC Plant 1
S002801,500T LADLE SHAFT W/GEAR [ DGM724 ]  500 TON / DC01 DCL9006 DC01 DCL9005,Active,2,STOCK CAGE,EA,2H006H,504.4,AAC Plant 2
S002802,800T LADLE SHAFT W/GEAR [ DGM555 ] 800-900 TON / DC91,Active,5,STOCK CAGE,EA,1ZP004C,504.4,AAC Plant 1
S002802,800T LADLE SHAFT W/GEAR [ DGM555 ] 800-900 TON / DC91,Active,3,STOCK CAGE,EA,2H006I,504.4,AAC Plant 2
S002803,"LADLE, CERAMIC [ 278F ] / PDV-003",OBSOLETE,0,,,,191,AAC Plant 1
S002804,"LADLE CUP [ DM477 ] RIGHT HAND  8.0 PIN TYPE ""A"" ) DC",Active,12,STOCK CAGE,EA,P1 MELT OUTSIDE,425,AAC Plant 1
S002804,"LADLE CUP [ DM477 ] RIGHT HAND  8.0 PIN TYPE ""A"" ) DC",Inactive,0,,,,425,AAC Plant 2
S002805,2250T LADLE SHAFT [ NCL080321181 ] REPLACES [ DGM691 ] 2250 TON / DC,Active,6,STOCK CAGE,EA,2H005I,710,AAC Plant 2
S002806,LAMP / GLOW [ 119008000 / NE51H ] DC,Active,6,STOCK CAGE,EA,TC7-D04T,3.25,AAC Plant 2
S002807,LAMP [ 12HF ],OBSOLETE,0,,,,74,AAC Plant 1
S002808,LAMP [ AHX695120 ],Active,6,STOCK CAGE,EA,TCI-D01A,2.16,AAC Plant 1
S002809,LAMP [ AHX69512G ],Active,15,STOCK CAGE,EA,TCI-D01R,2.52,AAC Plant 1
S002810,LAMP [ AHX69512R ],Active,12,STOCK CAGE,EA,TCI-D01P,2.16,AAC Plant 1
S002811,LAMP [ AHX69512W ],OBSOLETE,0,,,,2.52,AAC Plant 1
S002812,LAMP [ AHX69512Y ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002813,LAMP [ AHX695240 ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002814,LAMP [ AHX69524G ],Active,4,STOCK CAGE,EA,TCI-D01T,3.5,AAC Plant 1
S002815,LAMP [ AHX69524R ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002816,LAMP [ AHX69524Y ],OBSOLETE,0,,,,2.65,AAC Plant 1
S002817,LAMP [ AHX69550 ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002818,LAMP [ AHX6955G ],Active,13,STOCK CAGE,EA,TCI-D01V,2.16,AAC Plant 1
S002819,LAMP [ AHX6955R ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002820,LAMP [ AHX6955W ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002821,LAMP [ AHX6955Y ],OBSOLETE,0,,,,2.52,AAC Plant 1
S002822,LAMP [ AHX6956G ],Active,6,STOCK CAGE,EA,TCI-D01H,2.16,AAC Plant 1
S002823,LAMP [ AHX6956R ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002824,LAMP [ AHX6956W ],OBSOLETE,0,,,,2.16,AAC Plant 1
S002825,LAMP [ AHX6956Y ],OBSOLETE,0,,,,2.52,AAC Plant 1
S002826,LAMP [BLR-24GLHS-C] REPLACES [ BLR-24GC (GREEN LED) ] FI07,Active,5,STOCK CAGE,EA,TCI-D05A,23.17,AAC Plant 1
S002827,LAMP [ BLR-24OL(ORANGE LED) ] FI09 SBL3008 SHOT BLAST,NoPurchase,1,STOCK CAGE,EA,TCI-D05B,16.75,AAC Plant 1
S002828,LAMP [ BLR-24R-LHS-C ] REPLACES [ BLR-24RL(RED LED) ]MA91,Active,4,STOCK CAGE,EA,TCI-D05C,34.03,AAC Plant 1
S002829,LAMP [ BLR-24WHS-C ] replaces [ BLR24WC ]  (WHITE LED) ]MA91,Active,4,STOCK CAGE,EA,TCI-D05D,22.91,AAC Plant 1
S002830,LAMP [ FB85824GL ] NEON BRACKET LAMP,Active,4,STOCK CAGE,EA,TCI-D01K,15.45,AAC Plant 1
S002831,OBSOLETE.....LAMP GREEN [ DL1BDG3 ],OBSOLETE,0,,,,69.43,AAC Plant 1
S002832,LAMP RED [ DL1BDG4 ],OBSOLETE,0,,,,69.43,AAC Plant 1
S002833,LAMP YELLOW [ DL1BDG8 ],OBSOLETE,0,,,,69.43,AAC Plant 1
S002834,LASER SENSOR [ Z4MN30V ],Inactive,0,,,,2938.76,AAC Plant 1
S002834,LASER SENSOR [ Z4MN30V ],Inactive,0,,,,2938.76,AAC Plant 2
S002835,LAY OUT INK [ 500ML ]  STEEL BLUE,Inactive,0,,,,14,AAC Plant 1
S002836,FANUC LCD COVER [ A250-0857-T001 ]  [ A2500857T001 ],Active,1,STOCK CAGE,EA,1A016J,45.69,AAC Plant 1
S002837,LCD MONITOR [ MT150 ] REPLACES MT100 LCD MONITOR 500-800 TON / DC,Inactive,0,,,,1457.24,AAC Plant 1
S002837,LCD MONITOR [ MT150 ] REPLACES MT100 LCD MONITOR 500-800 TON / DC,Inactive,0,,,,1457.24,AAC Plant 2
S002838,FANUC LCD UNIT [ A61L-0001-0110 ]  [ A61L00010110 ],Active,1,STOCK CAGE,EA,1A012E,94,AAC Plant 1
S002839,FANUC LCD UNIT [ A61L-0001-0142 ] 7.21 INCH,Active,3,STOCK CAGE,EA,1A032E,555.69,AAC Plant 1
S002840,LEAK TESTER / AIR [ LS1840MEXC105N ],Inactive,0,,,,5600,AAC Plant 1
S002841,LEAK TESTER [ LS1841NA3MQ3 ],Inactive,0,,,,5600,AAC Plant 1
S002842,LEAK TESTER [FL-3700M TURBO] FUKUDA SAME AS LEAK TESTER [ LS1842 ] K10MZ1GP2.VB  GC3332,Active,9,STOCK CAGE,EA,1K END A,10123,AAC Plant 1
S002842,LEAK TESTER [FL-3700M TURBO] FUKUDA SAME AS LEAK TESTER [ LS1842 ] K10MZ1GP2.VB  GC3332,Inactive,0,,,,10123,AAC Plant 2
S002843,LEATHER GASKET [ 9447K22 ]  ZML-SNAP,Active,5,STOCK CAGE,EA,2Q016K,27.24,AAC Plant 2
S002844,IDEC LED DISPLAY [ DD3S-F36P-RG ] [ DD3SF36PRG ] MA11,OBSOLETE,0,,,,81.56,AAC Plant 1
S002845,LED SIGNAL TOWER [ LEUTB ] FI07,Active,2,STOCK CAGE,EA,1R001J,175,AAC Plant 1
S002846,LEFT HAND [ 697118017BL ],OBSOLETE,0,,,,123,AAC Plant 1
S002847,LENS [ AR9C012G(GREEN) ]DC91,Active,3,STOCK CAGE,EA,TCH-D02A,3.87,AAC Plant 1
S002848,LENS [ AR9CO12R(RED) ]DC91,Active,2,STOCK CAGE,EA,TCH-D02B,4.12,AAC Plant 1
S002849,LENS [AR9C012-Y] REPLACES [ ARC012Y(YELLOW) ]DC91,Active,3,STOCK CAGE,EA,TCH-D02C,3.32,AAC Plant 1
S002850,PATLITE YELLOW LENS [ STLENSY ] REPLACES [ ST LEN AMBER ]DC91 DC01 DCL9006 DC06 DCL9020,Inactive,0,,,,14.56,AAC Plant 1
S002851,PATLITE RED LENS [ STLENSR ] REPLACES [ ST LEN RED ] DC01 DCL9006 DC06 DCL9020,Inactive,0,,,,14.56,AAC Plant 1
S002852,LENS COVER [ AHX6580(ORANGE) ]DC91,Active,20,STOCK CAGE,EA,TCH-D01Q,1.7,AAC Plant 1
S002853,LENS COVER [ AHX658G(GREEN) ],Active,3,STOCK CAGE,EA,TCH-D01K,2.56,AAC Plant 1
S002854,LENS COVER [ AHX658R(RED) ]DC91,Active,7,STOCK CAGE,EA,TCH-D01L,1.7,AAC Plant 1
S002855,LENS COVER [ AHX658S(SILVER) ],Active,7,STOCK CAGE,EA,TCH-D01P,0.7,AAC Plant 1
S002856,LENS COVER [ AHX658W(WHITE) ],Active,7,STOCK CAGE,EA,TCH-D01M,0.7,AAC Plant 1
S002857,LENS COVER [ AHX658Y(YELLOW) ],Active,8,STOCK CAGE,EA,TCH-D01R,0.7,AAC Plant 1
S002858,OMRON LENS UNIT [ E39-F1 ][ E39F1 ],Active,6,STOCK CAGE,EA,1M028A,17.79,AAC Plant 1
S002859,"LETTER ""A"" SHACHIHATA STAMPER [ XL-11 ]",Active,2,STOCK CAGE,EA,1N023F-1,78.57,AAC Plant 1
S002859,"LETTER ""A"" SHACHIHATA STAMPER [ XL-11 ]",Active,4,STOCK CAGE,EA,2G034G-3,78.57,AAC Plant 2
S002860,"LETTER ""B"" SHACHIHATA STAMPER [ XL-11 ]",Active,4,STOCK CAGE,EA,1N023F-2,78.57,AAC Plant 1
S002860,"LETTER ""B"" SHACHIHATA STAMPER [ XL-11 ]",Active,4,STOCK CAGE,EA,2G034G-1,78.57,AAC Plant 2
S002861,"LETTER ""C"" SHACHIHATA STAMPER [ XL-11 ]",Active,4,STOCK CAGE,EA,1N023F-3,78.57,AAC Plant 1
S002861,"LETTER ""C"" SHACHIHATA STAMPER [ XL-11 ]",Active,6,STOCK CAGE,EA,2G034G-2,78.57,AAC Plant 2
S002862,LEVEL SENSOR [ R7X (100V) ],Active,2,STOCK CAGE,EA,1H040E,110,AAC Plant 1
S002863,LEVEL SWITCH [ E7AR222 ],Active,6,STOCK CAGE,EA,1H040C,364.38,AAC Plant 1
S002864,LEVEL SWITCH [ OLV101P ],Inactive,0,,,,185,AAC Plant 1
S002865,LEVEL SWITCH [ OLV-20S-2P ] L=500 JIS5K50A,Inactive,0,,,,343.2,AAC Plant 1
S002866,LEVER [ 3M0135012A ] OKK,OBSOLETE,0,,,,411,AAC Plant 1
S002867,INACTIVE.....LEVER [ 3M0135978Z ] Replaces [ 3M0135505A ] OKK,Inactive,0,,,,1637.78,AAC Plant 1
S002868,STI LIFELINE PULL SAFETY SWITCH [ 44506-4020 ](ER5018) REPLACES  [ 445061010 ] REPLACES 445060020  ER4017,Active,2,STOCK CAGE,EA,2ZB004B,137.5,AAC Plant 2
S002869,STI LIFELINE PULL SWITCH[ER6022-021NE]REPLACES [ER6019-021SN] [120 VOLTS ] DS03,Active,2,STOCK CAGE,EA,2ZB009A,193.75,AAC Plant 2
S002870,LIFTER [ NT9802109 ],Active,8,STOCK CAGE,EA,1J034G-2,260,AAC Plant 1
S002871,LIGHT / GREEN / PATLITE [ PSE-M1-G ] LED VERSION REPLACES [ PS24 ]  24V- AC/DC / DC DC04 SBL3007 500#2 SW SHOT BLAST,Active,3,STOCK CAGE,EA,2X031A,128.5,AAC Plant 2
S002872,LIGHT BRACKET [ LWMB2 ],OBSOLETE,0,,,,70.12,AAC Plant 1
S002873,LIGHT BULB [ 38244687 ] REPLACES [ 37967106 ],Inactive,0,,,,22.99,AAC Plant 1
S002874,OMRON LIGHT CURTAIN /  140 MM [ F3S-NA02-17P25 ]  REPLACES SUNX F3SA082P VVT / 351,OBSOLETE,0,,,,1036.18,AAC Plant 1
S002875,OMRON LIGHT CURTAIN /  300MM [ F3SN-A030-7P25 ] REPLACES SUNX F3SA162P  VVT/351,OBSOLETE,0,,,,1306.47,AAC Plant 1
S002876,OMRON LIGHT CURTAIN [ F3SN-A062-2P25 ] REPLACES SUNX [ F3SA322P ] / MACHINE LINE,Active,3,STOCK CAGE,EA,2ZB001A,1585,AAC Plant 2
S002879,SUNX LIGHT CURTAIN [ SF4BH32 ] REPLACES [SF1A32H] MA04,Active,2,STOCK CAGE,EA,1Y007C,931,AAC Plant 1
S002879,SUNX LIGHT CURTAIN [ SF4BH32 ] REPLACES [SF1A32H] MA04,Active,1,STOCK CAGE,EA,2ZB001B,931,AAC Plant 2
S002881,SUNX LIGHT CURTAIN [ SF4BH40 ] REPLACES [SF1A40H] MA91,Active,4,STOCK CAGE,EA,1Y007F,1123,AAC Plant 1
S002881,SUNX LIGHT CURTAIN [ SF4BH40 ] REPLACES [SF1A40H] MA91,Active,3,STOCK CAGE,EA,2ZB001C,1123,AAC Plant 2
S002882,SUNX LIGHT CURTAIN [SF4D-H48-01] REPLACES  [ SF4B-H48V2 ]  AND [SF1A48H] MA91 FI91,Active,3,STOCK CAGE,EA,1Y007G,1140.95,AAC Plant 1
S002882,SUNX LIGHT CURTAIN [SF4D-H48-01] REPLACES  [ SF4B-H48V2 ]  AND [SF1A48H] MA91 FI91,Active,0,,,,1140.95,AAC Plant 2
S002886,OMRON LIGHT CURTAIN 457MM [ F3SN-A045-7P25 ] VVT / 351 REPLACES SUNX  [ F3SA242P ],OBSOLETE,0,,,,1430,AAC Plant 1
S002887,LIGHT CURTAIN BOX[ IDBS280L ],Active,1,STOCK CAGE,EA,1B013D,126,AAC Plant 1
S002888,LIGHT CURTAIN CONTROL BOX [ MS4320CAC115X05R ] REPLACES MS4320B AND MS4320B2,Active,2,STOCK CAGE,EA,1C032A,436,AAC Plant 1
S002889,LIGHT CURTAIN CONTROL BOX [ MS4336CAC115X05R ] REPLACES MS4336B2,Active,3,STOCK CAGE,EA,1C032B,536,AAC Plant 1
S002891,LIGHT CURTAIN CONTROL BOX [ SF1PC ],Active,1,STOCK CAGE,EA,1Y006H,736,AAC Plant 1
S002892,OMRON LIGHT CURTAIN PHOTO. ELEC. SWITCH[ F3SN-A023-2P25 ] REPLACES  SUNX [ F3SA082P ],Active,1,STOCK CAGE,EA,1B013C,945,AAC Plant 1
S002893,SUNX LIGHT CURTAIN SENSOR [ SF1A16D ],Active,1,STOCK CAGE,EA,1B013A,568,AAC Plant 1
S002894,LIGHT CURTIAN / SAFETY SENSOR [ SF1A8 ] SPARE PARTS,Active,2,STOCK CAGE,EA,1B013B,535.8,AAC Plant 1
S002895,LIGHT CURTIAN [ MS4312B2 ],Inactive,0,,,,1262.52,AAC Plant 1
S002896,LIGHT CURTAIN BOX/SENSOR [ MS4312BX ],OBSOLETE,0,,,,665.75,AAC Plant 1
S002897,SUNX LIGHT CURTAIN CONTROL UNIT [ SFC12 ] REPLACES SF1AC2 MACHINE LINE FI92,Active,3,STOCK CAGE,EA,1Y005A,573.91,AAC Plant 1
S002897,SUNX LIGHT CURTAIN CONTROL UNIT [ SFC12 ] REPLACES SF1AC2 MACHINE LINE FI92,Active,3,STOCK CAGE,EA,2ZB002A,573.91,AAC Plant 2
S002898,SUNX LIGHT CURTAIN SUNX [ SF4B-H32 ] REPLACES [ MS4324CAC115X05R ] REPLACES MS4324B2,Active,2,STOCK CAGE,EA,1Y007D,993.75,AAC Plant 1
S002899,INACTIVE.....LIGHT FIXTURE FOR OKK MACHINE 108-350-000 [ DWDV208B  ],Inactive,0,,,,215.84,AAC Plant 1
S002900,LIGHT MODULE (BLUE) [KUSSB],OBSOLETE,0,,,,38.33,AAC Plant 1
